periodDateUtc,unemployment,ManufacturingPMI,ServicesPMI,IndustrialProduction,AverageHourlyEarnings,MonthlyBudget,OLTSJobOpenings,ProducerPriceIndex_FoodEnergyMoM,ProducerPriceIndex_FoodEnergyYoY,RetailSales,ManufacturingPricesPaid,CompositePMI,FactoryOrders,ManufacturingNewOrdersIndex,ISMManufacturing
2017-01,4.8,55.0,55.6,-0.30000000000000004,0.1,51.0,5.626,0.4,1.2,0.4,69.0,55.8,1.2,56.0,56.0
2017-01,4.8,55.0,55.6,-0.30000000000000004,0.1,51.0,5.626,0.4,1.2,0.4,69.0,55.4,1.2,56.0,56.0
2017-01,4.8,55.0,55.1,-0.30000000000000004,0.1,51.0,5.626,0.4,1.2,0.4,69.0,55.8,1.2,56.0,56.0
2017-01,4.8,55.0,55.1,-0.30000000000000004,0.1,51.0,5.626,0.4,1.2,0.4,69.0,55.4,1.2,56.0,56.0
2017-01,4.8,55.1,55.6,-0.30000000000000004,0.1,51.0,5.626,0.4,1.2,0.4,69.0,55.8,1.2,56.0,56.0
2017-01,4.8,55.1,55.6,-0.30000000000000004,0.1,51.0,5.626,0.4,1.2,0.4,69.0,55.4,1.2,56.0,56.0
2017-01,4.8,55.1,55.1,-0.30000000000000004,0.1,51.0,5.626,0.4,1.2,0.4,69.0,55.8,1.2,56.0,56.0
2017-01,4.8,55.1,55.1,-0.30000000000000004,0.1,51.0,5.626,0.4,1.2,0.4,69.0,55.4,1.2,56.0,56.0
2016-12,4.7,54.3,53.9,0.8,0.4,-28.0,5.501,0.2,1.6,0.6000000000000001,65.5,54.1,1.3,54.7,54.7
2016-12,4.7,54.3,53.9,0.8,0.4,-28.0,5.501,0.2,1.6,0.6000000000000001,65.5,53.7,1.3,54.7,54.7
2016-12,4.7,54.3,53.4,0.8,0.4,-28.0,5.501,0.2,1.6,0.6000000000000001,65.5,54.1,1.3,54.7,54.7
2016-12,4.7,54.3,53.4,0.8,0.4,-28.0,5.501,0.2,1.6,0.6000000000000001,65.5,53.7,1.3,54.7,54.7
2016-12,4.7,54.2,53.9,0.8,0.4,-28.0,5.501,0.2,1.6,0.6000000000000001,65.5,54.1,1.3,54.7,54.7
2016-12,4.7,54.2,53.9,0.8,0.4,-28.0,5.501,0.2,1.6,0.6000000000000001,65.5,53.7,1.3,54.7,54.7
2016-12,4.7,54.2,53.4,0.8,0.4,-28.0,5.501,0.2,1.6,0.6000000000000001,65.5,54.1,1.3,54.7,54.7
2016-12,4.7,54.2,53.4,0.8,0.4,-28.0,5.501,0.2,1.6,0.6000000000000001,65.5,53.7,1.3,54.7,54.7
2016-11,4.6,54.1,54.6,-0.4,-0.1,-137.0,5.522,0.4,1.6,0.1,54.5,54.9,-2.4,53.2,53.2
2016-11,4.6,54.1,54.6,-0.4,-0.1,-137.0,5.522,0.4,1.6,0.1,54.5,54.9,-2.4,53.2,53.2
2016-11,4.6,54.1,54.7,-0.4,-0.1,-137.0,5.522,0.4,1.6,0.1,54.5,54.9,-2.4,53.2,53.2
2016-11,4.6,54.1,54.7,-0.4,-0.1,-137.0,5.522,0.4,1.6,0.1,54.5,54.9,-2.4,53.2,53.2
2016-11,4.6,53.9,54.6,-0.4,-0.1,-137.0,5.522,0.4,1.6,0.1,54.5,54.9,-2.4,53.2,53.2
2016-11,4.6,53.9,54.6,-0.4,-0.1,-137.0,5.522,0.4,1.6,0.1,54.5,54.9,-2.4,53.2,53.2
2016-11,4.6,53.9,54.7,-0.4,-0.1,-137.0,5.522,0.4,1.6,0.1,54.5,54.9,-2.4,53.2,53.2
2016-11,4.6,53.9,54.7,-0.4,-0.1,-137.0,5.522,0.4,1.6,0.1,54.5,54.9,-2.4,53.2,53.2
2016-10,4.9,53.4,54.8,0.0,0.4,-44.0,5.534,-0.2,1.2,0.8,54.5,54.9,2.7,51.9,51.9
2016-10,4.9,53.4,54.8,0.0,0.4,-44.0,5.534,-0.2,1.2,0.8,54.5,54.9,2.7,51.9,51.9
2016-10,4.9,53.4,54.8,0.0,0.4,-44.0,5.534,-0.2,1.2,0.8,54.5,54.9,2.7,51.9,51.9
2016-10,4.9,53.4,54.8,0.0,0.4,-44.0,5.534,-0.2,1.2,0.8,54.5,54.9,2.7,51.9,51.9
2016-10,4.9,53.2,54.8,0.0,0.4,-44.0,5.534,-0.2,1.2,0.8,54.5,54.9,2.7,51.9,51.9
2016-10,4.9,53.2,54.8,0.0,0.4,-44.0,5.534,-0.2,1.2,0.8,54.5,54.9,2.7,51.9,51.9
2016-10,4.9,53.2,54.8,0.0,0.4,-44.0,5.534,-0.2,1.2,0.8,54.5,54.9,2.7,51.9,51.9
2016-10,4.9,53.2,54.8,0.0,0.4,-44.0,5.534,-0.2,1.2,0.8,54.5,54.9,2.7,51.9,51.9
2016-09,5.0,51.5,52.3,0.1,0.2,33.0,5.486,0.2,1.2,0.6000000000000001,53.0,52.3,0.30000000000000004,51.5,51.5
2016-09,5.0,51.5,52.3,0.1,0.2,33.0,5.486,0.2,1.2,0.6000000000000001,53.0,52.0,0.30000000000000004,51.5,51.5
2016-09,5.0,51.5,51.9,0.1,0.2,33.0,5.486,0.2,1.2,0.6000000000000001,53.0,52.3,0.30000000000000004,51.5,51.5
2016-09,5.0,51.5,51.9,0.1,0.2,33.0,5.486,0.2,1.2,0.6000000000000001,53.0,52.0,0.30000000000000004,51.5,51.5
2016-09,5.0,51.4,52.3,0.1,0.2,33.0,5.486,0.2,1.2,0.6000000000000001,53.0,52.3,0.30000000000000004,51.5,51.5
2016-09,5.0,51.4,52.3,0.1,0.2,33.0,5.486,0.2,1.2,0.6000000000000001,53.0,52.0,0.30000000000000004,51.5,51.5
2016-09,5.0,51.4,51.9,0.1,0.2,33.0,5.486,0.2,1.2,0.6000000000000001,53.0,52.3,0.30000000000000004,51.5,51.5
2016-09,5.0,51.4,51.9,0.1,0.2,33.0,5.486,0.2,1.2,0.6000000000000001,53.0,52.0,0.30000000000000004,51.5,51.5
2016-08,4.9,52.0,51.0,-0.4,0.1,-107.0,5.443,0.1,1.0,-0.30000000000000004,53.0,51.5,0.2,49.4,49.4
2016-08,4.9,52.0,51.0,-0.4,0.1,-107.0,5.443,0.1,1.0,-0.30000000000000004,53.0,51.5,0.2,49.4,49.4
2016-08,4.9,52.0,50.9,-0.4,0.1,-107.0,5.443,0.1,1.0,-0.30000000000000004,53.0,51.5,0.2,49.4,49.4
2016-08,4.9,52.0,50.9,-0.4,0.1,-107.0,5.443,0.1,1.0,-0.30000000000000004,53.0,51.5,0.2,49.4,49.4
2016-08,4.9,52.1,51.0,-0.4,0.1,-107.0,5.443,0.1,1.0,-0.30000000000000004,53.0,51.5,0.2,49.4,49.4
2016-08,4.9,52.1,51.0,-0.4,0.1,-107.0,5.443,0.1,1.0,-0.30000000000000004,53.0,51.5,0.2,49.4,49.4
2016-08,4.9,52.1,50.9,-0.4,0.1,-107.0,5.443,0.1,1.0,-0.30000000000000004,53.0,51.5,0.2,49.4,49.4
2016-08,4.9,52.1,50.9,-0.4,0.1,-107.0,5.443,0.1,1.0,-0.30000000000000004,53.0,51.5,0.2,49.4,49.4
2016-07,4.9,52.9,51.4,0.7000000000000001,0.30000000000000004,-113.0,5.871,-0.30000000000000004,0.7000000000000001,0.0,55.0,51.8,1.9,52.6,52.6
2016-07,4.9,52.9,51.4,0.7000000000000001,0.30000000000000004,-113.0,5.871,-0.30000000000000004,0.7000000000000001,0.0,55.0,51.5,1.9,52.6,52.6
2016-07,4.9,52.9,50.9,0.7000000000000001,0.30000000000000004,-113.0,5.871,-0.30000000000000004,0.7000000000000001,0.0,55.0,51.8,1.9,52.6,52.6
2016-07,4.9,52.9,50.9,0.7000000000000001,0.30000000000000004,-113.0,5.871,-0.30000000000000004,0.7000000000000001,0.0,55.0,51.5,1.9,52.6,52.6
2016-07,4.9,52.9,51.4,0.7000000000000001,0.30000000000000004,-113.0,5.871,-0.30000000000000004,0.7000000000000001,0.0,55.0,51.8,1.9,52.6,52.6
2016-07,4.9,52.9,51.4,0.7000000000000001,0.30000000000000004,-113.0,5.871,-0.30000000000000004,0.7000000000000001,0.0,55.0,51.5,1.9,52.6,52.6
2016-07,4.9,52.9,50.9,0.7000000000000001,0.30000000000000004,-113.0,5.871,-0.30000000000000004,0.7000000000000001,0.0,55.0,51.8,1.9,52.6,52.6
2016-07,4.9,52.9,50.9,0.7000000000000001,0.30000000000000004,-113.0,5.871,-0.30000000000000004,0.7000000000000001,0.0,55.0,51.5,1.9,52.6,52.6
2016-06,4.9,51.3,51.4,0.6000000000000001,0.1,6.0,5.624,0.4,1.3,0.6000000000000001,60.5,51.2,-1.5,53.2,53.2
2016-06,4.9,51.3,51.4,0.6000000000000001,0.1,6.0,5.624,0.4,1.3,0.6000000000000001,60.5,51.2,-1.5,53.2,53.2
2016-06,4.9,51.3,51.3,0.6000000000000001,0.1,6.0,5.624,0.4,1.3,0.6000000000000001,60.5,51.2,-1.5,53.2,53.2
2016-06,4.9,51.3,51.3,0.6000000000000001,0.1,6.0,5.624,0.4,1.3,0.6000000000000001,60.5,51.2,-1.5,53.2,53.2
2016-06,4.9,51.4,51.4,0.6000000000000001,0.1,6.0,5.624,0.4,1.3,0.6000000000000001,60.5,51.2,-1.5,53.2,53.2
2016-06,4.9,51.4,51.4,0.6000000000000001,0.1,6.0,5.624,0.4,1.3,0.6000000000000001,60.5,51.2,-1.5,53.2,53.2
2016-06,4.9,51.4,51.3,0.6000000000000001,0.1,6.0,5.624,0.4,1.3,0.6000000000000001,60.5,51.2,-1.5,53.2,53.2
2016-06,4.9,51.4,51.3,0.6000000000000001,0.1,6.0,5.624,0.4,1.3,0.6000000000000001,60.5,51.2,-1.5,53.2,53.2
2016-05,4.7,50.7,51.3,-0.4,0.2,-53.0,5.5,0.30000000000000004,1.2,0.5,63.5,50.9,-1.0,51.3,51.3
2016-05,4.7,50.7,51.3,-0.4,0.2,-53.0,5.5,0.30000000000000004,1.2,0.5,63.5,50.8,-1.0,51.3,51.3
2016-05,4.7,50.7,51.2,-0.4,0.2,-53.0,5.5,0.30000000000000004,1.2,0.5,63.5,50.9,-1.0,51.3,51.3
2016-05,4.7,50.7,51.2,-0.4,0.2,-53.0,5.5,0.30000000000000004,1.2,0.5,63.5,50.8,-1.0,51.3,51.3
2016-05,4.7,50.5,51.3,-0.4,0.2,-53.0,5.5,0.30000000000000004,1.2,0.5,63.5,50.9,-1.0,51.3,51.3
2016-05,4.7,50.5,51.3,-0.4,0.2,-53.0,5.5,0.30000000000000004,1.2,0.5,63.5,50.8,-1.0,51.3,51.3
2016-05,4.7,50.5,51.2,-0.4,0.2,-53.0,5.5,0.30000000000000004,1.2,0.5,63.5,50.9,-1.0,51.3,51.3
2016-05,4.7,50.5,51.2,-0.4,0.2,-53.0,5.5,0.30000000000000004,1.2,0.5,63.5,50.8,-1.0,51.3,51.3
2016-04,5.0,50.8,52.8,0.7000000000000001,0.30000000000000004,106.0,5.788,0.1,0.9,1.3,59.0,52.4,1.9,50.8,50.8
2016-04,5.0,50.8,52.8,0.7000000000000001,0.30000000000000004,106.0,5.788,0.1,0.9,1.3,59.0,51.7,1.9,50.8,50.8
2016-04,5.0,50.8,52.1,0.7000000000000001,0.30000000000000004,106.0,5.788,0.1,0.9,1.3,59.0,52.4,1.9,50.8,50.8
2016-04,5.0,50.8,52.1,0.7000000000000001,0.30000000000000004,106.0,5.788,0.1,0.9,1.3,59.0,51.7,1.9,50.8,50.8
2016-04,5.0,50.8,52.8,0.7000000000000001,0.30000000000000004,106.0,5.788,0.1,0.9,1.3,59.0,52.4,1.9,50.8,50.8
2016-04,5.0,50.8,52.8,0.7000000000000001,0.30000000000000004,106.0,5.788,0.1,0.9,1.3,59.0,51.7,1.9,50.8,50.8
2016-04,5.0,50.8,52.1,0.7000000000000001,0.30000000000000004,106.0,5.788,0.1,0.9,1.3,59.0,52.4,1.9,50.8,50.8
2016-04,5.0,50.8,52.1,0.7000000000000001,0.30000000000000004,106.0,5.788,0.1,0.9,1.3,59.0,51.7,1.9,50.8,50.8
2016-03,5.0,51.5,51.3,-0.6000000000000001,0.30000000000000004,-108.0,5.757,-0.1,1.0,-0.30000000000000004,51.5,51.3,1.1,51.8,51.8
2016-03,5.0,51.5,51.3,-0.6000000000000001,0.30000000000000004,-108.0,5.757,-0.1,1.0,-0.30000000000000004,51.5,51.1,1.1,51.8,51.8
2016-03,5.0,51.5,51.0,-0.6000000000000001,0.30000000000000004,-108.0,5.757,-0.1,1.0,-0.30000000000000004,51.5,51.3,1.1,51.8,51.8
2016-03,5.0,51.5,51.0,-0.6000000000000001,0.30000000000000004,-108.0,5.757,-0.1,1.0,-0.30000000000000004,51.5,51.1,1.1,51.8,51.8
2016-03,5.0,51.4,51.3,-0.6000000000000001,0.30000000000000004,-108.0,5.757,-0.1,1.0,-0.30000000000000004,51.5,51.3,1.1,51.8,51.8
2016-03,5.0,51.4,51.3,-0.6000000000000001,0.30000000000000004,-108.0,5.757,-0.1,1.0,-0.30000000000000004,51.5,51.1,1.1,51.8,51.8
2016-03,5.0,51.4,51.0,-0.6000000000000001,0.30000000000000004,-108.0,5.757,-0.1,1.0,-0.30000000000000004,51.5,51.3,1.1,51.8,51.8
2016-03,5.0,51.4,51.0,-0.6000000000000001,0.30000000000000004,-108.0,5.757,-0.1,1.0,-0.30000000000000004,51.5,51.1,1.1,51.8,51.8
2016-02,4.9,51.3,49.7,-0.5,-0.1,-193.0,5.445,0.0,1.2,-0.1,38.5,50.0,-1.7000000000000002,49.5,49.5
2016-02,4.9,51.3,49.7,-0.5,-0.1,-193.0,5.445,0.0,1.2,-0.1,38.5,50.1,-1.7000000000000002,49.5,49.5
2016-02,4.9,51.3,49.8,-0.5,-0.1,-193.0,5.445,0.0,1.2,-0.1,38.5,50.0,-1.7000000000000002,49.5,49.5
2016-02,4.9,51.3,49.8,-0.5,-0.1,-193.0,5.445,0.0,1.2,-0.1,38.5,50.1,-1.7000000000000002,49.5,49.5
2016-02,4.9,51.0,49.7,-0.5,-0.1,-193.0,5.445,0.0,1.2,-0.1,38.5,50.0,-1.7000000000000002,49.5,49.5
2016-02,4.9,51.0,49.7,-0.5,-0.1,-193.0,5.445,0.0,1.2,-0.1,38.5,50.1,-1.7000000000000002,49.5,49.5
2016-02,4.9,51.0,49.8,-0.5,-0.1,-193.0,5.445,0.0,1.2,-0.1,38.5,50.0,-1.7000000000000002,49.5,49.5
2016-02,4.9,51.0,49.8,-0.5,-0.1,-193.0,5.445,0.0,1.2,-0.1,38.5,50.1,-1.7000000000000002,49.5,49.5
2016-01,4.9,52.4,53.2,0.9,0.5,55.16,5.541,0.4,0.6000000000000001,0.2,33.5,53.2,1.6,48.2,48.2
2016-01,4.9,52.4,53.2,0.9,0.5,55.16,5.541,0.4,0.6000000000000001,0.2,33.5,53.7,1.6,48.2,48.2
2016-01,4.9,52.4,53.7,0.9,0.5,55.16,5.541,0.4,0.6000000000000001,0.2,33.5,53.2,1.6,48.2,48.2
2016-01,4.9,52.4,53.7,0.9,0.5,55.16,5.541,0.4,0.6000000000000001,0.2,33.5,53.7,1.6,48.2,48.2
2016-01,4.9,52.7,53.2,0.9,0.5,55.16,5.541,0.4,0.6000000000000001,0.2,33.5,53.2,1.6,48.2,48.2
2016-01,4.9,52.7,53.2,0.9,0.5,55.16,5.541,0.4,0.6000000000000001,0.2,33.5,53.7,1.6,48.2,48.2
2016-01,4.9,52.7,53.7,0.9,0.5,55.16,5.541,0.4,0.6000000000000001,0.2,33.5,53.2,1.6,48.2,48.2
2016-01,4.9,52.7,53.7,0.9,0.5,55.16,5.541,0.4,0.6000000000000001,0.2,33.5,53.7,1.6,48.2,48.2
2015-12,5.0,51.2,54.3,-0.4,0.0,-14.0,5.6,0.1,0.30000000000000004,-0.1,33.5,54.0,-2.9,48.2,48.2
2015-12,5.0,51.2,54.3,-0.4,0.0,-14.0,5.6,0.1,0.30000000000000004,-0.1,33.5,53.5,-2.9,48.2,48.2
2015-12,5.0,51.2,53.7,-0.4,0.0,-14.0,5.6,0.1,0.30000000000000004,-0.1,33.5,54.0,-2.9,48.2,48.2
2015-12,5.0,51.2,53.7,-0.4,0.0,-14.0,5.6,0.1,0.30000000000000004,-0.1,33.5,53.5,-2.9,48.2,48.2
2015-12,5.0,51.3,54.3,-0.4,0.0,-14.0,5.6,0.1,0.30000000000000004,-0.1,33.5,54.0,-2.9,48.2,48.2
2015-12,5.0,51.3,54.3,-0.4,0.0,-14.0,5.6,0.1,0.30000000000000004,-0.1,33.5,53.5,-2.9,48.2,48.2
2015-12,5.0,51.3,53.7,-0.4,0.0,-14.0,5.6,0.1,0.30000000000000004,-0.1,33.5,54.0,-2.9,48.2,48.2
2015-12,5.0,51.3,53.7,-0.4,0.0,-14.0,5.6,0.1,0.30000000000000004,-0.1,33.5,53.5,-2.9,48.2,48.2
2015-11,5.0,52.8,56.1,-0.6000000000000001,0.2,-65.0,5.431,0.30000000000000004,0.5,0.2,35.5,55.9,-0.2,48.6,48.6
2015-11,5.0,52.8,56.1,-0.6000000000000001,0.2,-65.0,5.431,0.30000000000000004,0.5,0.2,35.5,56.1,-0.2,48.6,48.6
2015-11,5.0,52.8,56.5,-0.6000000000000001,0.2,-65.0,5.431,0.30000000000000004,0.5,0.2,35.5,55.9,-0.2,48.6,48.6
2015-11,5.0,52.8,56.5,-0.6000000000000001,0.2,-65.0,5.431,0.30000000000000004,0.5,0.2,35.5,56.1,-0.2,48.6,48.6
2015-11,5.0,52.6,56.1,-0.6000000000000001,0.2,-65.0,5.431,0.30000000000000004,0.5,0.2,35.5,55.9,-0.2,48.6,48.6
2015-11,5.0,52.6,56.1,-0.6000000000000001,0.2,-65.0,5.431,0.30000000000000004,0.5,0.2,35.5,56.1,-0.2,48.6,48.6
2015-11,5.0,52.6,56.5,-0.6000000000000001,0.2,-65.0,5.431,0.30000000000000004,0.5,0.2,35.5,55.9,-0.2,48.6,48.6
2015-11,5.0,52.6,56.5,-0.6000000000000001,0.2,-65.0,5.431,0.30000000000000004,0.5,0.2,35.5,56.1,-0.2,48.6,48.6
2015-10,5.0,54.1,54.8,-0.2,0.4,-136.0,5.383,-0.30000000000000004,0.1,0.1,39.0,55.0,1.5,50.1,50.1
2015-10,5.0,54.1,54.8,-0.2,0.4,-136.0,5.383,-0.30000000000000004,0.1,0.1,39.0,54.5,1.5,50.1,50.1
2015-10,5.0,54.1,54.4,-0.2,0.4,-136.0,5.383,-0.30000000000000004,0.1,0.1,39.0,55.0,1.5,50.1,50.1
2015-10,5.0,54.1,54.4,-0.2,0.4,-136.0,5.383,-0.30000000000000004,0.1,0.1,39.0,54.5,1.5,50.1,50.1
2015-10,5.0,54.0,54.8,-0.2,0.4,-136.0,5.383,-0.30000000000000004,0.1,0.1,39.0,55.0,1.5,50.1,50.1
2015-10,5.0,54.0,54.8,-0.2,0.4,-136.0,5.383,-0.30000000000000004,0.1,0.1,39.0,54.5,1.5,50.1,50.1
2015-10,5.0,54.0,54.4,-0.2,0.4,-136.0,5.383,-0.30000000000000004,0.1,0.1,39.0,55.0,1.5,50.1,50.1
2015-10,5.0,54.0,54.4,-0.2,0.4,-136.0,5.383,-0.30000000000000004,0.1,0.1,39.0,54.5,1.5,50.1,50.1
2015-09,5.1,53.1,55.1,-0.2,0.0,91.0,5.526,-0.30000000000000004,0.8,0.1,38.0,55.0,-1.0,50.2,50.2
2015-09,5.1,53.1,55.1,-0.2,0.0,91.0,5.526,-0.30000000000000004,0.8,0.1,38.0,55.3,-1.0,50.2,50.2
2015-09,5.1,53.1,55.6,-0.2,0.0,91.0,5.526,-0.30000000000000004,0.8,0.1,38.0,55.0,-1.0,50.2,50.2
2015-09,5.1,53.1,55.6,-0.2,0.0,91.0,5.526,-0.30000000000000004,0.8,0.1,38.0,55.3,-1.0,50.2,50.2
2015-09,5.1,53.0,55.1,-0.2,0.0,91.0,5.526,-0.30000000000000004,0.8,0.1,38.0,55.0,-1.0,50.2,50.2
2015-09,5.1,53.0,55.1,-0.2,0.0,91.0,5.526,-0.30000000000000004,0.8,0.1,38.0,55.3,-1.0,50.2,50.2
2015-09,5.1,53.0,55.6,-0.2,0.0,91.0,5.526,-0.30000000000000004,0.8,0.1,38.0,55.0,-1.0,50.2,50.2
2015-09,5.1,53.0,55.6,-0.2,0.0,91.0,5.526,-0.30000000000000004,0.8,0.1,38.0,55.3,-1.0,50.2,50.2
2015-08,5.1,53.0,56.1,-0.4,0.30000000000000004,-64.4,5.37,0.30000000000000004,0.9,0.2,39.0,55.7,-1.7000000000000002,51.1,51.1
2015-08,5.1,53.0,56.1,-0.4,0.30000000000000004,-64.4,5.37,0.30000000000000004,0.9,0.2,39.0,55.0,-1.7000000000000002,51.1,51.1
2015-08,5.1,53.0,55.2,-0.4,0.30000000000000004,-64.4,5.37,0.30000000000000004,0.9,0.2,39.0,55.7,-1.7000000000000002,51.1,51.1
2015-08,5.1,53.0,55.2,-0.4,0.30000000000000004,-64.4,5.37,0.30000000000000004,0.9,0.2,39.0,55.0,-1.7000000000000002,51.1,51.1
2015-08,5.1,52.9,56.1,-0.4,0.30000000000000004,-64.4,5.37,0.30000000000000004,0.9,0.2,39.0,55.7,-1.7000000000000002,51.1,51.1
2015-08,5.1,52.9,56.1,-0.4,0.30000000000000004,-64.4,5.37,0.30000000000000004,0.9,0.2,39.0,55.0,-1.7000000000000002,51.1,51.1
2015-08,5.1,52.9,55.2,-0.4,0.30000000000000004,-64.4,5.37,0.30000000000000004,0.9,0.2,39.0,55.7,-1.7000000000000002,51.1,51.1
2015-08,5.1,52.9,55.2,-0.4,0.30000000000000004,-64.4,5.37,0.30000000000000004,0.9,0.2,39.0,55.0,-1.7000000000000002,51.1,51.1
2015-07,5.3,53.8,55.7,0.6000000000000001,0.2,-149.2,5.753,0.30000000000000004,0.6000000000000001,0.6000000000000001,44.0,55.7,0.4,52.7,52.7
2015-07,5.3,53.8,55.7,0.6000000000000001,0.2,-149.2,5.753,0.30000000000000004,0.6000000000000001,0.6000000000000001,44.0,55.2,0.4,52.7,52.7
2015-07,5.3,53.8,55.2,0.6000000000000001,0.2,-149.2,5.753,0.30000000000000004,0.6000000000000001,0.6000000000000001,44.0,55.7,0.4,52.7,52.7
2015-07,5.3,53.8,55.2,0.6000000000000001,0.2,-149.2,5.753,0.30000000000000004,0.6000000000000001,0.6000000000000001,44.0,55.2,0.4,52.7,52.7
2015-07,5.3,53.8,55.7,0.6000000000000001,0.2,-149.2,5.753,0.30000000000000004,0.6000000000000001,0.6000000000000001,44.0,55.7,0.4,52.7,52.7
2015-07,5.3,53.8,55.7,0.6000000000000001,0.2,-149.2,5.753,0.30000000000000004,0.6000000000000001,0.6000000000000001,44.0,55.2,0.4,52.7,52.7
2015-07,5.3,53.8,55.2,0.6000000000000001,0.2,-149.2,5.753,0.30000000000000004,0.6000000000000001,0.6000000000000001,44.0,55.7,0.4,52.7,52.7
2015-07,5.3,53.8,55.2,0.6000000000000001,0.2,-149.2,5.753,0.30000000000000004,0.6000000000000001,0.6000000000000001,44.0,55.2,0.4,52.7,52.7
2015-06,5.3,53.6,54.8,0.30000000000000004,0.0,51.8,5.249,0.30000000000000004,0.8,-0.30000000000000004,49.5,54.6,1.8,53.5,53.5
2015-06,5.3,53.6,54.8,0.30000000000000004,0.0,51.8,5.249,0.30000000000000004,0.8,-0.30000000000000004,49.5,54.6,1.8,53.5,53.5
2015-06,5.3,53.6,54.8,0.30000000000000004,0.0,51.8,5.249,0.30000000000000004,0.8,-0.30000000000000004,49.5,54.6,1.8,53.5,53.5
2015-06,5.3,53.6,54.8,0.30000000000000004,0.0,51.8,5.249,0.30000000000000004,0.8,-0.30000000000000004,49.5,54.6,1.8,53.5,53.5
2015-06,5.3,53.4,54.8,0.30000000000000004,0.0,51.8,5.249,0.30000000000000004,0.8,-0.30000000000000004,49.5,54.6,1.8,53.5,53.5
2015-06,5.3,53.4,54.8,0.30000000000000004,0.0,51.8,5.249,0.30000000000000004,0.8,-0.30000000000000004,49.5,54.6,1.8,53.5,53.5
2015-06,5.3,53.4,54.8,0.30000000000000004,0.0,51.8,5.249,0.30000000000000004,0.8,-0.30000000000000004,49.5,54.6,1.8,53.5,53.5
2015-06,5.3,53.4,54.8,0.30000000000000004,0.0,51.8,5.249,0.30000000000000004,0.8,-0.30000000000000004,49.5,54.6,1.8,53.5,53.5
2015-05,5.5,54.0,56.2,-0.2,0.30000000000000004,-82.4,5.3629999999999995,0.1,0.6000000000000001,1.2,49.5,56.0,-1.0,52.8,52.8
2015-05,5.5,54.0,56.2,-0.2,0.30000000000000004,-82.4,5.3629999999999995,0.1,0.6000000000000001,1.2,49.5,56.1,-1.0,52.8,52.8
2015-05,5.5,54.0,56.4,-0.2,0.30000000000000004,-82.4,5.3629999999999995,0.1,0.6000000000000001,1.2,49.5,56.0,-1.0,52.8,52.8
2015-05,5.5,54.0,56.4,-0.2,0.30000000000000004,-82.4,5.3629999999999995,0.1,0.6000000000000001,1.2,49.5,56.1,-1.0,52.8,52.8
2015-05,5.5,53.8,56.2,-0.2,0.30000000000000004,-82.4,5.3629999999999995,0.1,0.6000000000000001,1.2,49.5,56.0,-1.0,52.8,52.8
2015-05,5.5,53.8,56.2,-0.2,0.30000000000000004,-82.4,5.3629999999999995,0.1,0.6000000000000001,1.2,49.5,56.1,-1.0,52.8,52.8
2015-05,5.5,53.8,56.4,-0.2,0.30000000000000004,-82.4,5.3629999999999995,0.1,0.6000000000000001,1.2,49.5,56.0,-1.0,52.8,52.8
2015-05,5.5,53.8,56.4,-0.2,0.30000000000000004,-82.4,5.3629999999999995,0.1,0.6000000000000001,1.2,49.5,56.1,-1.0,52.8,52.8
2015-04,5.4,54.1,57.4,-0.30000000000000004,0.1,156.7,5.376,-0.2,0.8,0.0,40.5,57.0,-0.4,51.5,51.5
2015-04,5.4,54.1,57.4,-0.30000000000000004,0.1,156.7,5.376,-0.2,0.8,0.0,40.5,57.4,-0.4,51.5,51.5
2015-04,5.4,54.1,57.8,-0.30000000000000004,0.1,156.7,5.376,-0.2,0.8,0.0,40.5,57.0,-0.4,51.5,51.5
2015-04,5.4,54.1,57.8,-0.30000000000000004,0.1,156.7,5.376,-0.2,0.8,0.0,40.5,57.4,-0.4,51.5,51.5
2015-04,5.4,54.2,57.4,-0.30000000000000004,0.1,156.7,5.376,-0.2,0.8,0.0,40.5,57.0,-0.4,51.5,51.5
2015-04,5.4,54.2,57.4,-0.30000000000000004,0.1,156.7,5.376,-0.2,0.8,0.0,40.5,57.4,-0.4,51.5,51.5
2015-04,5.4,54.2,57.8,-0.30000000000000004,0.1,156.7,5.376,-0.2,0.8,0.0,40.5,57.0,-0.4,51.5,51.5
2015-04,5.4,54.2,57.8,-0.30000000000000004,0.1,156.7,5.376,-0.2,0.8,0.0,40.5,57.4,-0.4,51.5,51.5
2015-03,5.5,55.7,59.2,-0.6000000000000001,0.30000000000000004,-53.0,4.994,0.2,0.9,0.9,39.0,59.2,2.1,51.5,51.5
2015-03,5.5,55.7,59.2,-0.6000000000000001,0.30000000000000004,-53.0,4.994,0.2,0.9,0.9,39.0,58.5,2.1,51.5,51.5
2015-03,5.5,55.7,58.6,-0.6000000000000001,0.30000000000000004,-53.0,4.994,0.2,0.9,0.9,39.0,59.2,2.1,51.5,51.5
2015-03,5.5,55.7,58.6,-0.6000000000000001,0.30000000000000004,-53.0,4.994,0.2,0.9,0.9,39.0,58.5,2.1,51.5,51.5
2015-03,5.5,55.3,59.2,-0.6000000000000001,0.30000000000000004,-53.0,4.994,0.2,0.9,0.9,39.0,59.2,2.1,51.5,51.5
2015-03,5.5,55.3,59.2,-0.6000000000000001,0.30000000000000004,-53.0,4.994,0.2,0.9,0.9,39.0,58.5,2.1,51.5,51.5
